pin,slack
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_rep_Z[3]:D,5584
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_rep_Z[3]:EN,6492
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_rep_Z[3]:Q,5342
HDW_DBUG_HEADER6_obuf/U_IOPAD:D,
HDW_DBUG_HEADER6_obuf/U_IOPAD:E,
HDW_DBUG_HEADER6_obuf/U_IOPAD:PAD,
gpio_0/TP_OUT_REG[29]:ALn,
gpio_0/TP_OUT_REG[29]:CLK,8072
gpio_0/TP_OUT_REG[29]:D,8914
gpio_0/TP_OUT_REG[29]:EN,4774
gpio_0/TP_OUT_REG[29]:Q,8072
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[22]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[22]:CLK,7328
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[22]:D,4759
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[22]:EN,6492
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[22]:Q,7328
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_RNO[1]:A,12787
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_RNO[1]:B,12802
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_RNO[1]:C,15145
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_RNO[1]:D,14254
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_RNO[1]:Y,12787
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[119]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[119]:CLK,14857
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[119]:D,8555
phy_if_0/ctrl_pkg_transceiver_inst/tx_package[119]:Q,14857
adder_decode_0/un1_SP_IN_iv_5_2[3]:A,5678
adder_decode_0/un1_SP_IN_iv_5_2[3]:B,5638
adder_decode_0/un1_SP_IN_iv_5_2[3]:C,5372
adder_decode_0/un1_SP_IN_iv_5_2[3]:D,5314
adder_decode_0/un1_SP_IN_iv_5_2[3]:Y,5314
TP102_obuf/U_IOTRI:D,
TP102_obuf/U_IOTRI:DOUT,
TP102_obuf/U_IOTRI:EOUT,
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_0_0:A,14537
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_0_0:B,14491
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_0_0:C,14342
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_0_0:D,14284
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a2_0_0:Y,14284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[138]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[138]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[138]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[138]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[138]:Y,6268
eeprom_0/eeprom_if_0/page_rddata_reg[239]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[239]:CLK,5516
eeprom_0/eeprom_if_0/page_rddata_reg[239]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[239]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[239]:Q,5516
seconds_3_1.SUM[1]:A,
seconds_3_1.SUM[1]:B,
seconds_3_1.SUM[1]:C,
seconds_3_1.SUM[1]:D,
seconds_3_1.SUM[1]:Y,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[72]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[72]:B,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[72]:C,6384
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[72]:D,6719
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[72]:Y,6384
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_2_4:A,15475
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_2_4:B,15427
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_2_4:C,14602
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_2_4:D,14557
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_o3_2_4:Y,14557
eeprom_0/eeprom_if_0/eeprom_addr_reg[12]:ALn,
eeprom_0/eeprom_if_0/eeprom_addr_reg[12]:CLK,7354
eeprom_0/eeprom_if_0/eeprom_addr_reg[12]:D,7262
eeprom_0/eeprom_if_0/eeprom_addr_reg[12]:EN,6788
eeprom_0/eeprom_if_0/eeprom_addr_reg[12]:Q,7354
eeprom_0/eeprom_page_wrdata3[9]:ALn,
eeprom_0/eeprom_page_wrdata3[9]:CLK,6414
eeprom_0/eeprom_page_wrdata3[9]:D,8866
eeprom_0/eeprom_page_wrdata3[9]:EN,4066
eeprom_0/eeprom_page_wrdata3[9]:Q,6414
eeprom_0/eeprom_page_wrdata1[26]:ALn,
eeprom_0/eeprom_page_wrdata1[26]:CLK,6566
eeprom_0/eeprom_page_wrdata1[26]:D,8920
eeprom_0/eeprom_page_wrdata1[26]:EN,3123
eeprom_0/eeprom_page_wrdata1[26]:Q,6566
eeprom_0/EEP_DO[16]:ALn,
eeprom_0/EEP_DO[16]:CLK,6532
eeprom_0/EEP_DO[16]:D,3883
eeprom_0/EEP_DO[16]:EN,3988
eeprom_0/EEP_DO[16]:Q,6532
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[5]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[5]:B,6285
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[5]:C,6419
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[5]:D,5286
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_wrdata_reg_15_iv[5]:Y,5286
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_a3[3]:A,7186
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_a3[3]:B,7138
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_a3[3]:C,5311
u_cmd_server/opb_emu_target_inst/msg_write_inst/state_ns_i_0_a3[3]:Y,5311
u_cmd_server/opb_emu_target_inst/msg_read_inst/next_state_12_i_m2[1]:A,5277
u_cmd_server/opb_emu_target_inst/msg_read_inst/next_state_12_i_m2[1]:B,5406
u_cmd_server/opb_emu_target_inst/msg_read_inst/next_state_12_i_m2[1]:C,7037
u_cmd_server/opb_emu_target_inst/msg_read_inst/next_state_12_i_m2[1]:D,5255
u_cmd_server/opb_emu_target_inst/msg_read_inst/next_state_12_i_m2[1]:Y,5255
gpio_0/OPB_DO[24]:ALn,
gpio_0/OPB_DO[24]:CLK,6362
gpio_0/OPB_DO[24]:D,3580
gpio_0/OPB_DO[24]:Q,6362
clkgen_25mhz/cntr[10]:ALn,
clkgen_25mhz/cntr[10]:CLK,7048
clkgen_25mhz/cntr[10]:D,7616
clkgen_25mhz/cntr[10]:Q,7048
clkgen_25mhz/cntr[10]:SLn,6917
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wq2_rgray[0]:ALn,
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wq2_rgray[0]:CLK,7201
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wq2_rgray[0]:D,9030
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wq2_rgray[0]:Q,7201
eeprom_0/eeprom_page_wrdata1[15]:ALn,
eeprom_0/eeprom_page_wrdata1[15]:CLK,5502
eeprom_0/eeprom_page_wrdata1[15]:D,8860
eeprom_0/eeprom_page_wrdata1[15]:EN,3123
eeprom_0/eeprom_page_wrdata1[15]:Q,5502
eeprom_0/eeprom_if_0/page_wrdata_reg[67]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[67]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[67]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[67]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[67]:Q,8248
adder_decode_0/EEP_RE_d1:ALn,
adder_decode_0/EEP_RE_d1:CLK,1412
adder_decode_0/EEP_RE_d1:D,4116
adder_decode_0/EEP_RE_d1:Q,1412
eeprom_0/eeprom_if_0/eeprom_rddata_reg[3]:ALn,
eeprom_0/eeprom_if_0/eeprom_rddata_reg[3]:CLK,7878
eeprom_0/eeprom_if_0/eeprom_rddata_reg[3]:D,8830
eeprom_0/eeprom_if_0/eeprom_rddata_reg[3]:EN,6582
eeprom_0/eeprom_if_0/eeprom_rddata_reg[3]:Q,7878
u_clkgen/pulse2khz_div/cntr[9]:ALn,
u_clkgen/pulse2khz_div/cntr[9]:CLK,6770
u_clkgen/pulse2khz_div/cntr[9]:D,7679
u_clkgen/pulse2khz_div/cntr[9]:Q,6770
u_clkgen/pulse2khz_div/cntr[9]:SLn,6117
TP153_obuf/U_IOPAD:D,
TP153_obuf/U_IOPAD:E,
TP153_obuf/U_IOPAD:PAD,
eeprom_0/eeprom_if_0/page_rddata_reg[157]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[157]:CLK,6454
eeprom_0/eeprom_if_0/page_rddata_reg[157]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[157]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[157]:Q,6454
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_1[7]:A,8072
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_1[7]:B,7937
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_1[7]:C,3251
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_1[7]:D,2315
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_1[7]:Y,2315
NEUTRON_DR_SW1_N_ibuf/U_IOPAD:PAD,
NEUTRON_DR_SW1_N_ibuf/U_IOPAD:Y,
eeprom_0/EEP_DO[7]:ALn,
eeprom_0/EEP_DO[7]:CLK,4616
eeprom_0/EEP_DO[7]:D,2957
eeprom_0/EEP_DO[7]:EN,3988
eeprom_0/EEP_DO[7]:Q,4616
eeprom_0/eeprom_if_0/page_rddata_reg[73]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[73]:CLK,5704
eeprom_0/eeprom_if_0/page_rddata_reg[73]:D,6284
eeprom_0/eeprom_if_0/page_rddata_reg[73]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[73]:Q,5704
phy_if_0/un4_rx_good_and:A,3738
phy_if_0/un4_rx_good_and:B,4258
phy_if_0/un4_rx_good_and:C,3638
phy_if_0/un4_rx_good_and:D,3510
phy_if_0/un4_rx_good_and:Y,3510
eeprom_0/eeprom_if_0/page_rddata_reg[112]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[112]:CLK,5646
eeprom_0/eeprom_if_0/page_rddata_reg[112]:D,6384
eeprom_0/eeprom_if_0/page_rddata_reg[112]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[112]:Q,5646
u_cmd_server/cmn_uart_inst/RX_CLOCK_DIVIDER.op_eq.oversample_baud_counter6:A,7449
u_cmd_server/cmn_uart_inst/RX_CLOCK_DIVIDER.op_eq.oversample_baud_counter6:B,7395
u_cmd_server/cmn_uart_inst/RX_CLOCK_DIVIDER.op_eq.oversample_baud_counter6:C,6322
u_cmd_server/cmn_uart_inst/RX_CLOCK_DIVIDER.op_eq.oversample_baud_counter6:Y,6322
eeprom_0/eeprom_if_0/page_wrdata_reg[241]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[241]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[241]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[241]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[241]:Q,8248
eeprom_0/eeprom_if_0/page_rddata_reg[248]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[248]:CLK,6428
eeprom_0/eeprom_if_0/page_rddata_reg[248]:D,6417
eeprom_0/eeprom_if_0/page_rddata_reg[248]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[248]:Q,6428
gpio_0/GPIO_IN_REG[1]:ALn,
gpio_0/GPIO_IN_REG[1]:CLK,6532
gpio_0/GPIO_IN_REG[1]:D,
gpio_0/GPIO_IN_REG[1]:Q,6532
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[1]:ALn,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[1]:CLK,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[1]:D,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[1]:EN,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT[1]:Q,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[134]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[134]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[134]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[134]:Y,6815
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIKNVBP[31]:A,4003
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIKNVBP[31]:B,3955
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIKNVBP[31]:C,3019
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIKNVBP[31]:D,2406
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNIKNVBP[31]:Y,2406
eeprom_0/eeprom_if_0/page_rddata_reg[251]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[251]:CLK,6428
eeprom_0/eeprom_if_0/page_rddata_reg[251]:D,6417
eeprom_0/eeprom_if_0/page_rddata_reg[251]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[251]:Q,6428
eeprom_0/eeprom_page_num_1_sqmuxa_0_a2:A,7615
eeprom_0/eeprom_page_num_1_sqmuxa_0_a2:B,6180
eeprom_0/eeprom_page_num_1_sqmuxa_0_a2:C,5819
eeprom_0/eeprom_page_num_1_sqmuxa_0_a2:D,3262
eeprom_0/eeprom_page_num_1_sqmuxa_0_a2:Y,3262
eeprom_0/EEP_DO_20_10_1_0_wmux[11]:A,3995
eeprom_0/EEP_DO_20_10_1_0_wmux[11]:B,4764
eeprom_0/EEP_DO_20_10_1_0_wmux[11]:C,5704
eeprom_0/EEP_DO_20_10_1_0_wmux[11]:D,5646
eeprom_0/EEP_DO_20_10_1_0_wmux[11]:Y,3995
eeprom_0/clk_cnt_3[2]:A,6374
eeprom_0/clk_cnt_3[2]:B,7098
eeprom_0/clk_cnt_3[2]:Y,6374
BEL_SW_CONFIG6_ibuf/U_IOIN:Y,
BEL_SW_CONFIG6_ibuf/U_IOIN:YIN,
eeprom_0/eeprom_page_wrdata7[16]:ALn,
eeprom_0/eeprom_page_wrdata7[16]:CLK,6356
eeprom_0/eeprom_page_wrdata7[16]:D,8908
eeprom_0/eeprom_page_wrdata7[16]:EN,4066
eeprom_0/eeprom_page_wrdata7[16]:Q,6356
APP_FPGA_SPI_CLK_ibuf/U_IOPAD:PAD,
APP_FPGA_SPI_CLK_ibuf/U_IOPAD:Y,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_0[12]:A,4079
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_0[12]:B,3441
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_0[12]:C,6308
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_0[12]:D,4090
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_0[12]:Y,3441
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[36]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[36]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[36]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[36]:Y,6815
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[6]:A,8187
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[6]:B,5708
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[6]:C,8136
u_cmd_server/cmn_uart_inst/uart_tx_data_block_5[6]:Y,5708
scratch_pad_register_0/SP_DO[27]:ALn,
scratch_pad_register_0/SP_DO[27]:CLK,6402
scratch_pad_register_0/SP_DO[27]:D,3994
scratch_pad_register_0/SP_DO[27]:Q,6402
eeprom_0/EEP_DO_20[4]:A,5596
eeprom_0/EEP_DO_20[4]:B,6609
eeprom_0/EEP_DO_20[4]:C,2957
eeprom_0/EEP_DO_20[4]:D,5116
eeprom_0/EEP_DO_20[4]:Y,2957
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rgray[3]:ALn,
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rgray[3]:CLK,9030
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rgray[3]:D,6279
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rgray[3]:Q,9030
oscillator_counter_1/opb_fifo_inst/rbin[1]:ALn,
oscillator_counter_1/opb_fifo_inst/rbin[1]:CLK,
oscillator_counter_1/opb_fifo_inst/rbin[1]:D,
oscillator_counter_1/opb_fifo_inst/rbin[1]:Q,
eeprom_0/eeprom_if_0/page_wrdata_reg[26]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[26]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[26]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[26]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[26]:Q,8248
phy_if_0/OPB_DO_RNO_0[7]:A,6245
phy_if_0/OPB_DO_RNO_0[7]:B,2600
phy_if_0/OPB_DO_RNO_0[7]:C,1846
phy_if_0/OPB_DO_RNO_0[7]:D,2355
phy_if_0/OPB_DO_RNO_0[7]:Y,1846
eeprom_0/eeprom_if_0/page_wrdata_reg[157]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[157]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[157]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[157]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[157]:Q,8248
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[5]:B,17804
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[5]:C,16880
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[5]:CC,16681
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[5]:P,16880
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[5]:S,16681
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[5]:Y3,
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[5]:Y3A,
eeprom_0/eeprom_if_0/page_byte_cntr[1]:ALn,
eeprom_0/eeprom_if_0/page_byte_cntr[1]:CLK,4456
eeprom_0/eeprom_if_0/page_byte_cntr[1]:D,4731
eeprom_0/eeprom_if_0/page_byte_cntr[1]:Q,4456
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_1[14]:A,3447
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_1[14]:B,3515
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_1[14]:C,2325
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_1[14]:D,3089
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_1[14]:Y,2325
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rq2_wgray[0]:ALn,
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rq2_wgray[0]:CLK,7469
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rq2_wgray[0]:D,9030
u_cmd_server/msg_buffer_inst/rx_fifo_inst/rq2_wgray[0]:Q,7469
oscillator_counter_0/OSC_CT_DO_4[6]:A,8248
oscillator_counter_0/OSC_CT_DO_4[6]:B,8202
oscillator_counter_0/OSC_CT_DO_4[6]:C,6309
oscillator_counter_0/OSC_CT_DO_4[6]:Y,6309
phy_if_0/tx_package_RNO[59]:A,5445
phy_if_0/tx_package_RNO[59]:B,8177
phy_if_0/tx_package_RNO[59]:C,8020
phy_if_0/tx_package_RNO[59]:Y,5445
KVBEL_SW_CONFIG7_ibuf/U_IOPAD:PAD,
KVBEL_SW_CONFIG7_ibuf/U_IOPAD:Y,
gpio_0/TP_OUT_REG[15]:ALn,
gpio_0/TP_OUT_REG[15]:CLK,7250
gpio_0/TP_OUT_REG[15]:D,8860
gpio_0/TP_OUT_REG[15]:EN,4774
gpio_0/TP_OUT_REG[15]:Q,7250
eeprom_0/eeprom_page_wrdata1[23]:ALn,
eeprom_0/eeprom_page_wrdata1[23]:CLK,6566
eeprom_0/eeprom_page_wrdata1[23]:D,8908
eeprom_0/eeprom_page_wrdata1[23]:EN,3123
eeprom_0/eeprom_page_wrdata1[23]:Q,6566
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[99]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[99]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[99]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[99]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[99]:Y,6284
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[7]:ALn,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[7]:CLK,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[7]:D,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[7]:EN,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA[7]:Q,
eeprom_0/eeprom_page_wrdata3[15]:ALn,
eeprom_0/eeprom_page_wrdata3[15]:CLK,5502
eeprom_0/eeprom_page_wrdata3[15]:D,8860
eeprom_0/eeprom_page_wrdata3[15]:EN,4066
eeprom_0/eeprom_page_wrdata3[15]:Q,5502
app_if_0/OPB_DO_1[5]:ALn,
app_if_0/OPB_DO_1[5]:CLK,5750
app_if_0/OPB_DO_1[5]:D,
app_if_0/OPB_DO_1[5]:EN,4916
app_if_0/OPB_DO_1[5]:Q,5750
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.TYPE_DATA_8[4]:A,8150
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.TYPE_DATA_8[4]:B,8208
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.TYPE_DATA_8[4]:Y,8150
eeprom_0/eeprom_page_num[7]:ALn,
eeprom_0/eeprom_page_num[7]:CLK,7460
eeprom_0/eeprom_page_num[7]:D,8854
eeprom_0/eeprom_page_num[7]:EN,3262
eeprom_0/eeprom_page_num[7]:Q,7460
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[28]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[28]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[28]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[28]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[28]:Y,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[196]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[196]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[196]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[196]:Y,6815
eeprom_0/eeprom_if_0/eeprom_rddata_reg[4]:ALn,
eeprom_0/eeprom_if_0/eeprom_rddata_reg[4]:CLK,7878
eeprom_0/eeprom_if_0/eeprom_rddata_reg[4]:D,8830
eeprom_0/eeprom_if_0/eeprom_rddata_reg[4]:EN,6582
eeprom_0/eeprom_if_0/eeprom_rddata_reg[4]:Q,7878
phy_if_0/un2_rx_good_and_RNO_55:A,6115
phy_if_0/un2_rx_good_and_RNO_55:B,5652
phy_if_0/un2_rx_good_and_RNO_55:C,5600
phy_if_0/un2_rx_good_and_RNO_55:CC,
phy_if_0/un2_rx_good_and_RNO_55:D,5893
phy_if_0/un2_rx_good_and_RNO_55:P,5600
phy_if_0/un2_rx_good_and_RNO_55:Y3,
phy_if_0/un2_rx_good_and_RNO_55:Y3A,
eeprom_0/eeprom_if_0/sclk:ALn,
eeprom_0/eeprom_if_0/sclk:CLK,4723
eeprom_0/eeprom_if_0/sclk:D,7144
eeprom_0/eeprom_if_0/sclk:EN,5805
eeprom_0/eeprom_if_0/sclk:Q,4723
gpio_0/GPIO_OUT_REG[15]:ALn,
gpio_0/GPIO_OUT_REG[15]:CLK,7314
gpio_0/GPIO_OUT_REG[15]:D,8860
gpio_0/GPIO_OUT_REG[15]:EN,4774
gpio_0/GPIO_OUT_REG[15]:Q,7314
eeprom_0/eeprom_if_0/page_rddata_reg[198]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[198]:CLK,5632
eeprom_0/eeprom_if_0/page_rddata_reg[198]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[198]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[198]:Q,5632
MEL_SW_CONFIG2_ibuf/U_IOIN:Y,
MEL_SW_CONFIG2_ibuf/U_IOIN:YIN,
phy_if_0/tx_package[116]:ALn,
phy_if_0/tx_package[116]:CLK,5843
phy_if_0/tx_package[116]:D,5445
phy_if_0/tx_package[116]:EN,2046
phy_if_0/tx_package[116]:Q,5843
eeprom_0/eeprom_if_0/page_wrdata_reg[136]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[136]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[136]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[136]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[136]:Q,8248
u_cmd_server/cmn_uart_inst/uart_tx_state_RNO[1]:A,8217
u_cmd_server/cmn_uart_inst/uart_tx_state_RNO[1]:B,8203
u_cmd_server/cmn_uart_inst/uart_tx_state_RNO[1]:C,6409
u_cmd_server/cmn_uart_inst/uart_tx_state_RNO[1]:D,7110
